timestamp,vehicle_count,people_count,traffic_status,crowd_status,location_type,time_of_day,day_type,advisory
2026-03-28 14:34:28,13,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:28,10,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:28,11,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:28,11,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:28,12,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:28,11,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:29,11,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:29,14,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:29,15,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:29,12,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:29,14,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:29,13,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:30,13,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:30,14,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:30,12,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:30,14,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:30,12,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:30,12,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:30,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:31,16,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:31,17,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:31,14,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:31,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:31,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:31,16,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:32,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:32,15,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:32,14,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:32,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:32,14,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:33,16,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:33,16,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:33,16,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:34,13,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:34,14,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:35,14,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:35,13,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:35,13,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:35,13,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:36,14,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:36,14,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:36,12,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:36,15,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:37,15,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:37,15,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:37,14,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:37,16,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:38,16,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:38,16,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:38,14,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:39,17,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:39,18,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:39,16,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:39,15,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:40,17,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:40,18,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:40,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:40,15,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:41,17,3,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:41,14,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:41,16,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:41,16,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:42,17,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:42,16,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:42,15,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:42,19,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:43,17,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:43,17,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:43,15,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:43,17,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:44,17,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:44,15,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:44,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:44,14,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:45,11,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:45,14,3,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:45,17,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:45,15,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:46,15,3,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:46,14,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:46,13,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:46,13,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:47,14,2,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:47,14,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:47,14,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:48,16,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:48,14,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:48,15,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:48,15,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:49,16,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:49,15,3,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:49,16,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:49,17,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:50,16,3,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:50,17,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:50,18,3,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:50,18,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:51,19,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:51,17,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:51,19,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:51,18,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:52,19,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:52,20,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:52,18,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:53,17,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:53,18,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:53,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:53,15,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:54,14,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:54,13,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:54,13,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:54,14,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:55,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:55,14,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:55,13,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:55,12,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:56,14,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:56,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:56,15,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:56,15,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:57,18,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:57,17,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:57,17,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:58,17,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:58,16,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:58,16,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:58,15,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:59,13,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:59,16,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:59,18,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:34:59,18,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:00,16,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:00,18,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:00,15,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:01,20,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:01,18,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:01,19,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:01,20,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:02,18,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:02,18,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:02,16,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:02,17,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:03,17,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:03,16,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:03,19,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:04,16,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:04,18,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:04,18,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:04,16,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:05,17,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:05,17,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:05,16,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:05,17,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:06,17,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:06,18,12,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:06,19,11,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:07,17,11,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:07,18,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:07,20,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:07,18,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:08,17,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:08,19,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:08,19,12,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:09,18,11,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:09,17,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:09,18,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:10,18,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:10,18,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:10,19,11,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:11,19,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:11,19,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:11,19,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:11,19,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:12,20,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:12,18,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:12,19,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:13,20,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:13,20,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:13,21,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:14,19,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:14,19,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:14,16,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:15,19,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:15,19,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:15,20,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:16,19,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:16,19,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:16,20,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:16,19,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:17,19,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:17,18,11,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:17,21,11,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:18,22,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:18,23,11,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:18,22,11,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:18,24,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:19,20,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:19,23,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:20,21,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:20,23,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:20,25,5,High Traffic,Sparse Crowd,road,afternoon,weekend,Low public activity. No action required.
2026-03-28 14:35:20,21,3,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:21,20,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:21,20,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:21,23,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:21,19,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:22,19,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:22,20,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:22,20,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:23,19,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:23,22,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:23,20,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:23,21,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:24,20,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
